"paper_id","title_guess","year_guess","arxiv_id","tier","collection","current_name","relative_path","size_bytes","sha256"
"arxiv_2601.09524","Video Joint-Embedding Predictive Architectures for Facial Expression Recognition","2026","2601.09524","long_tail","all","arxiv_2601.09524_Video_Joint-Embedding_Predictive_Architectures_for_Facial_Expression_Recognition.pdf",".\corpus\papers\all\arxiv_2601.09524_Video_Joint-Embedding_Predictive_Architectures_for_Facial_Expression_Recognition.pdf","567388","F6B7A2054FEF28F4F5B3AC5051FED503294780D60F00AA46E4B61938899EE09C"
"arxiv_2601.14354","VJEPA Variational Joint Embedding Predictive Architectures as Probabilistic World Models","2026","2601.14354","long_tail","all","arxiv_2601.14354_VJEPA_Variational_Joint_Embedding_Predictive_Architectures_as_Probabilistic_World_Models.pdf",".\corpus\papers\all\arxiv_2601.14354_VJEPA_Variational_Joint_Embedding_Predictive_Architectures_as_Probabilistic_World_Models.pdf","1731079","9B0820EC56D81633DAEEBA7C95CB22FEA77671166F0DBDF2E9AB0775E7D0FA64"
"arxiv_2601.15891","RadJEPA Radiology Encoder for Chest X-Rays via Joint Embedding Predictive Architecture","2026","2601.15891","long_tail","all","arxiv_2601.15891_RadJEPA_Radiology_Encoder_for_Chest_X-Rays_via_Joint_Embedding_Predictive_Architecture.pdf",".\corpus\papers\all\arxiv_2601.15891_RadJEPA_Radiology_Encoder_for_Chest_X-Rays_via_Joint_Embedding_Predictive_Architecture.pdf","1136875","7A5560091A0B1434760E7F6FEF4856A509E46CCC6607E0869F43BFC4A0AB66C5"
"arxiv_2601.17216","Spatiotemporal Semantic V2X Framework for Cooperative Collision Prediction","2026","2601.17216","long_tail","all","arxiv_2601.17216_Spatiotemporal_Semantic_V2X_Framework_for_Cooperative_Collision_Prediction.pdf",".\corpus\papers\all\arxiv_2601.17216_Spatiotemporal_Semantic_V2X_Framework_for_Cooperative_Collision_Prediction.pdf","12628336","6747CDDC7904D6EB2A11168D50B020F21B8C862A373B038D86C4FB3245E924A9"
"arxiv_2601.19822","A Latent Space Framework for Modeling Transient Engine Emissions Using Joint Embedding Predictive Architectures","2026","2601.19822","long_tail","all","arxiv_2601.19822_A_Latent_Space_Framework_for_Modeling_Transient_Engine_Emissions_Using_Joint_Embedding_Predictive_Architectures.pdf",".\corpus\papers\all\arxiv_2601.19822_A_Latent_Space_Framework_for_Modeling_Transient_Engine_Emissions_Using_Joint_Embedding_Predictive_Architectures.pdf","8695474","F1DD85ED37FF4E1DF08F80A296A7617F6F8E46ED09E8B07A111A14AB3A7B7713"
"arxiv_2601.20190","WirelessJEPA A Multi-Antenna Foundation Model using Spatio-temporal Wireless Latent Predictions","2026","2601.20190","long_tail","all","arxiv_2601.20190_WirelessJEPA_A_Multi-Antenna_Foundation_Model_using_Spatio-temporal_Wireless_Latent_Predictions.pdf",".\corpus\papers\all\arxiv_2601.20190_WirelessJEPA_A_Multi-Antenna_Foundation_Model_using_Spatio-temporal_Wireless_Latent_Predictions.pdf","484777","64327E1F78DF25D84BBEE326FE6A639430C2F6177A9DD5AB769E3CF51B4A3C37"
"arxiv_2601.22032","Drive-JEPA Video JEPA Meets Multimodal Trajectory Distillation for End-to-End Driving","2026","2601.22032","long_tail","all","arxiv_2601.22032_Drive-JEPA_Video_JEPA_Meets_Multimodal_Trajectory_Distillation_for_End-to-End_Driving.pdf",".\corpus\papers\all\arxiv_2601.22032_Drive-JEPA_Video_JEPA_Meets_Multimodal_Trajectory_Distillation_for_End-to-End_Driving.pdf","2105337","EC48B492E00FA03B012EFC1D6EE7670BB8FDAA953EB79F9708A0515E8D0142BD"
"arxiv_2601.22128","The Patient is not a Moving Document A World Model Training Paradigm for Longitudinal EHR","2026","2601.22128","long_tail","all","arxiv_2601.22128_The_Patient_is_not_a_Moving_Document_A_World_Model_Training_Paradigm_for_Longitudinal_EHR.pdf",".\corpus\papers\all\arxiv_2601.22128_The_Patient_is_not_a_Moving_Document_A_World_Model_Training_Paradigm_for_Longitudinal_EHR.pdf","3050086","E92A263FDFB7CF2379956C8042D8923979240B51AEEA1BCE5270D3CB64169462"
"arxiv_2602.00800","JTok On Token Embedding as another Axis of Scaling Law via Joint Token Self-modulation","2026","2602.00800","long_tail","all","arxiv_2602.00800_JTok_On_Token_Embedding_as_another_Axis_of_Scaling_Law_via_Joint_Token_Self-modulation.pdf",".\corpus\papers\all\arxiv_2602.00800_JTok_On_Token_Embedding_as_another_Axis_of_Scaling_Law_via_Joint_Token_Self-modulation.pdf","2302147","4BEB463F2D650C61684247311CF8B61124BB94704865817F50C97C3409488D9B"
"arxiv_2602.01456","Rectified LpJEPA Joint-Embedding Predictive Architectures with Sparse and Maximum-Entropy Representations","2026","2602.01456","long_tail","all","arxiv_2602.01456_Rectified_LpJEPA_Joint-Embedding_Predictive_Architectures_with_Sparse_and_Maximum-Entropy_Representations.pdf",".\corpus\papers\all\arxiv_2602.01456_Rectified_LpJEPA_Joint-Embedding_Predictive_Architectures_with_Sparse_and_Maximum-Entropy_Representations.pdf","7008004","7533200D7CE5E32D4E9A50B31E3DCF0BBEA9BEFAED5B56CBC44E15FAC27E54DA"
"arxiv_2602.01924","Bayesian Integration of Nonlinear Incomplete Clinical Data","2026","2602.01924","long_tail","all","arxiv_2602.01924_Bayesian_Integration_of_Nonlinear_Incomplete_Clinical_Data.pdf",".\corpus\papers\all\arxiv_2602.01924_Bayesian_Integration_of_Nonlinear_Incomplete_Clinical_Data.pdf","2151701","C39F8A2B906F90AB41081A1EA30027DDE67E55F4C15147DFC782CB10DC69CA3B"
"arxiv_2602.02093","Cell-JEPA Latent Representation Learning for Single-Cell Transcriptomics","2026","2602.02093","long_tail","all","arxiv_2602.02093_Cell-JEPA_Latent_Representation_Learning_for_Single-Cell_Transcriptomics.pdf",".\corpus\papers\all\arxiv_2602.02093_Cell-JEPA_Latent_Representation_Learning_for_Single-Cell_Transcriptomics.pdf","2593905","2D88FF73AB5E575E072A280FC6CF9D682EBDF444DC9CF72745F28E4CF3792FF3"
"arxiv_2602.02620","CryoLVM Self-supervised Learning from Cryo-EM Density Maps with Large Vision Models","2026","2602.02620","long_tail","all","arxiv_2602.02620_CryoLVM_Self-supervised_Learning_from_Cryo-EM_Density_Maps_with_Large_Vision_Models.pdf",".\corpus\papers\all\arxiv_2602.02620_CryoLVM_Self-supervised_Learning_from_Cryo-EM_Density_Maps_with_Large_Vision_Models.pdf","25942678","1B483D72A9FE75143C23E7A64667B46B5AEAE654121FFECC603ADC2793587200"
"arxiv_2602.03604","A Lightweight Library for Energy-Based Joint-Embedding Predictive Architectures","2026","2602.03604","long_tail","all","arxiv_2602.03604_A_Lightweight_Library_for_Energy-Based_Joint-Embedding_Predictive_Architectures.pdf",".\corpus\papers\all\arxiv_2602.03604_A_Lightweight_Library_for_Energy-Based_Joint-Embedding_Predictive_Architectures.pdf","735179","45CAB1DC74600314965A5BD18A9FC89AFB722A5A53F99E37A30C07DAF6A6EC0F"
"arxiv_2602.04643","MTS-JEPA Multi-Resolution Joint-Embedding Predictive Architecture for Time-Series Anomaly Prediction","2026","2602.04643","long_tail","all","arxiv_2602.04643_MTS-JEPA_Multi-Resolution_Joint-Embedding_Predictive_Architecture_for_Time-Series_Anomaly_Prediction.pdf",".\corpus\papers\all\arxiv_2602.04643_MTS-JEPA_Multi-Resolution_Joint-Embedding_Predictive_Architecture_for_Time-Series_Anomaly_Prediction.pdf","1562892","37519C392AD9B53BFDB37D9CECE428F19131959AA7F5A22630F4AD3D19154D8E"
"arxiv_2602.05638","UniSurg A Video-Native Foundation Model for Universal Understanding of Surgical Videos","2026","2602.05638","long_tail","all","arxiv_2602.05638_UniSurg_A_Video-Native_Foundation_Model_for_Universal_Understanding_of_Surgical_Videos.pdf",".\corpus\papers\all\arxiv_2602.05638_UniSurg_A_Video-Native_Foundation_Model_for_Universal_Understanding_of_Surgical_Videos.pdf","5002471","29F8221DDEA1CD7337D3E82FA22193D0AC55CD3A0C7DC3FE685A1779C95D7D63"
"arxiv_2602.07000","Hierarchical JEPA Meets Predictive Remote Control in Beyond 5G Networks","2026","2602.07000","long_tail","all","arxiv_2602.07000_Hierarchical_JEPA_Meets_Predictive_Remote_Control_in_Beyond_5G_Networks.pdf",".\corpus\papers\all\arxiv_2602.07000_Hierarchical_JEPA_Meets_Predictive_Remote_Control_in_Beyond_5G_Networks.pdf","369657","9BA5D74351C6417195E94B10632AC3FEF31E4D2235E04B013E8EB6D70A96B31A"
"arxiv_2602.07016","Gaussian-Constrained LeJEPA Representations for Unsupervised Scene Discovery and Pose Consistency","2026","2602.07016","long_tail","all","arxiv_2602.07016_Gaussian-Constrained_LeJEPA_Representations_for_Unsupervised_Scene_Discovery_and_Pose_Consistency.pdf",".\corpus\papers\all\arxiv_2602.07016_Gaussian-Constrained_LeJEPA_Representations_for_Unsupervised_Scene_Discovery_and_Pose_Consistency.pdf","261377","70BC3FC616055CD7C231BB544EC7B5BC282991192EEEAB74E88663193CCB6FCC"
"arxiv_2602.09040","Soft Clustering Anchors for Self-Supervised Speech Representation Learning in Joint Embedding Prediction Architectures","2026","2602.09040","long_tail","all","arxiv_2602.09040_Soft_Clustering_Anchors_for_Self-Supervised_Speech_Representation_Learning_in_Joint_Embedding_Prediction_Architectures.pdf",".\corpus\papers\all\arxiv_2602.09040_Soft_Clustering_Anchors_for_Self-Supervised_Speech_Representation_Learning_in_Joint_Embedding_Prediction_Architectures.pdf","5511143","D3692A3791C3F6DF66C08FD6D5299D4B5A537F36E13FB8EDD626FBE07EE219BF"
"arxiv_2602.11389","Causal-JEPA Learning World Models through Object-Level Latent Interventions","2026","2602.11389","long_tail","all","arxiv_2602.11389_Causal-JEPA_Learning_World_Models_through_Object-Level_Latent_Interventions.pdf",".\corpus\papers\all\arxiv_2602.11389_Causal-JEPA_Learning_World_Models_through_Object-Level_Latent_Interventions.pdf","2997532","956E136D92C4C944A53E3C2D9CD826AEBC96B06AF542CD767A0A213E47FB609B"
"arxiv_2602.12245","Intrinsic-Energy Joint Embedding Predictive Architectures Induce Quasimetric Spaces","2026","2602.12245","long_tail","all","arxiv_2602.12245_Intrinsic-Energy_Joint_Embedding_Predictive_Architectures_Induce_Quasimetric_Spaces.pdf",".\corpus\papers\all\arxiv_2602.12245_Intrinsic-Energy_Joint_Embedding_Predictive_Architectures_Induce_Quasimetric_Spaces.pdf","257331","71F9F15CD89CEAA205398713AB18BEB12DF3235E6F7D77E11717C9682DD2F62A"
"arxiv_2602.12540","Self-Supervised JEPA-based World Models for LiDAR Occupancy Completion and Forecasting","2026","2602.12540","long_tail","all","arxiv_2602.12540_Self-Supervised_JEPA-based_World_Models_for_LiDAR_Occupancy_Completion_and_Forecasting.pdf",".\corpus\papers\all\arxiv_2602.12540_Self-Supervised_JEPA-based_World_Models_for_LiDAR_Occupancy_Completion_and_Forecasting.pdf","4476485","62BBD02A25FDD523FCFD8190265F75F4634F67204E47C9837771F4A6BE84B7E8"
"arxiv_2602.14642","GenPANIS A Latent-Variable Generative Framework for Forward and Inverse PDE Problems in Multiphase Media","2026","2602.14642","long_tail","all","arxiv_2602.14642_GenPANIS_A_Latent-Variable_Generative_Framework_for_Forward_and_Inverse_PDE_Problems_in_Multiphase_Media.pdf",".\corpus\papers\all\arxiv_2602.14642_GenPANIS_A_Latent-Variable_Generative_Framework_for_Forward_and_Inverse_PDE_Problems_in_Multiphase_Media.pdf","10485960","26EB73E4B790A10FF28E5B5ECCC46387CF259212BC155ECFA706BF9125AACD75"
"arxiv_2602.14672","MeFEm Medical Face Embedding model","2026","2602.14672","long_tail","all","arxiv_2602.14672_MeFEm_Medical_Face_Embedding_model.pdf",".\corpus\papers\all\arxiv_2602.14672_MeFEm_Medical_Face_Embedding_model.pdf","2333963","0B3D5B9942ECF55C0AD731D86D19E6A5B18BD9B59948C3D760CB81BF79143BC0"
"arxiv_2602.14771","GOT-JEPA Generic Object Tracking with Model Adaptation and Occlusion Handling using Joint-Embedding Predictive Architect","2026","2602.14771","long_tail","all","arxiv_2602.14771_GOT-JEPA_Generic_Object_Tracking_with_Model_Adaptation_and_Occlusion_Handling_using_Joint-Embedding_Predictive_Architect.pdf",".\corpus\papers\all\arxiv_2602.14771_GOT-JEPA_Generic_Object_Tracking_with_Model_Adaptation_and_Occlusion_Handling_using_Joint-Embedding_Predictive_Architect.pdf","13239553","64D0F1056F332A33B35817D44D0CBDE8CD8FAC8872F1F3B28B320647B5B7C0EA"
"arxiv_2602.17162","JEPA-DNA Grounding Genomic Foundation Models through Joint-Embedding Predictive Architectures","2026","2602.17162","long_tail","all","arxiv_2602.17162_JEPA-DNA_Grounding_Genomic_Foundation_Models_through_Joint-Embedding_Predictive_Architectures.pdf",".\corpus\papers\all\arxiv_2602.17162_JEPA-DNA_Grounding_Genomic_Foundation_Models_through_Joint-Embedding_Predictive_Architectures.pdf","2174265","D5FC2791569B079AD6B238CEAE25494327E105C6D02801483175BD7577FE7D6C"
"arxiv_2602.19322","US-JEPA A Joint Embedding Predictive Architecture for Medical Ultrasound","2026","2602.19322","long_tail","all","arxiv_2602.19322_US-JEPA_A_Joint_Embedding_Predictive_Architecture_for_Medical_Ultrasound.pdf",".\corpus\papers\all\arxiv_2602.19322_US-JEPA_A_Joint_Embedding_Predictive_Architecture_for_Medical_Ultrasound.pdf","3304617","DE3C4B41FCBDAE2B9EE79A700B3800053D0E73ADF546854AD1C3ACC79759F0B7"
"arxiv_2602.20676","PRECTR-V2 Unified Relevance-CTR Framework with Cross-User Preference Mining Exposure Bias Correction and LLM-Distilled E","2026","2602.20676","long_tail","all","arxiv_2602.20676_PRECTR-V2_Unified_Relevance-CTR_Framework_with_Cross-User_Preference_Mining_Exposure_Bias_Correction_and_LLM-Distilled_E.pdf",".\corpus\papers\all\arxiv_2602.20676_PRECTR-V2_Unified_Relevance-CTR_Framework_with_Cross-User_Preference_Mining_Exposure_Bias_Correction_and_LLM-Distilled_E.pdf","995413","B35B9FE30DFBCA4AC52D76DE4B77523CC6117A7278F52F94C597869C7F187033"
"arxiv_2602.22552","Relatron Automating Relational Machine Learning over Relational Databases","2026","2602.22552","long_tail","all","arxiv_2602.22552_Relatron_Automating_Relational_Machine_Learning_over_Relational_Databases.pdf",".\corpus\papers\all\arxiv_2602.22552_Relatron_Automating_Relational_Machine_Learning_over_Relational_Databases.pdf","1340453","EB0166F2CEE32A2B5DD190CB9BF77C6DE0C8136606A2A969A54A76CA2782A5B7"
"arxiv_2603.00049","BiJEPA Bi-directional Joint Embedding Predictive Architecture for Symmetric Representation Learning","2026","2603.00049","long_tail","all","arxiv_2603.00049_BiJEPA_Bi-directional_Joint_Embedding_Predictive_Architecture_for_Symmetric_Representation_Learning.pdf",".\corpus\papers\all\arxiv_2603.00049_BiJEPA_Bi-directional_Joint_Embedding_Predictive_Architecture_for_Symmetric_Representation_Learning.pdf","1157906","FCBA6AC950C0874647CD73B453A4693E04E4A80953DA5DB03AC44B7405DD8B20"
"arxiv_2603.02650","Improving Diffusion Planners by Self-Supervised Action Gating with Energies","2026","2603.02650","long_tail","all","arxiv_2603.02650_Improving_Diffusion_Planners_by_Self-Supervised_Action_Gating_with_Energies.pdf",".\corpus\papers\all\arxiv_2603.02650_Improving_Diffusion_Planners_by_Self-Supervised_Action_Gating_with_Energies.pdf","1278985","C70545647D6B3CD516C2764864749290B90D87E94C0160A32947C666BB65FE94"
"arxiv_2603.08731","Hebbian-Oscillatory Co-Learning","2026","2603.08731","long_tail","all","arxiv_2603.08731_Hebbian-Oscillatory_Co-Learning.pdf",".\corpus\papers\all\arxiv_2603.08731_Hebbian-Oscillatory_Co-Learning.pdf","1303112","9D2DA43DE1C810498DE94FE058D87D3575739E5423482C50931B98AC7A39B4B6"
"arxiv_2603.10712","FutureVLA Joint Visuomotor Prediction for Vision-Language-Action Model","2026","2603.10712","long_tail","all","arxiv_2603.10712_FutureVLA_Joint_Visuomotor_Prediction_for_Vision-Language-Action_Model.pdf",".\corpus\papers\all\arxiv_2603.10712_FutureVLA_Joint_Visuomotor_Prediction_for_Vision-Language-Action_Model.pdf","15622212","46B3CF66EA3F63BE29E7AFB02E0175682F9CCC07C5622F6E19DA8F5C50DA1017"
"arxiv_2603.13227","Representation Learning for Spatiotemporal Physical Systems","2026","2603.13227","long_tail","all","arxiv_2603.13227_Representation_Learning_for_Spatiotemporal_Physical_Systems.pdf",".\corpus\papers\all\arxiv_2603.13227_Representation_Learning_for_Spatiotemporal_Physical_Systems.pdf","4420121","72431D26489450DB993513A92320D0F73180B66C9E155EA7EFC8E140BB834BA3"
"arxiv_2603.13265","Knowledge Rules and Their Embeddings Two Paths towards Neuro-Symbolic JEPA","2026","2603.13265","long_tail","all","arxiv_2603.13265_Knowledge_Rules_and_Their_Embeddings_Two_Paths_towards_Neuro-Symbolic_JEPA.pdf",".\corpus\papers\all\arxiv_2603.13265_Knowledge_Rules_and_Their_Embeddings_Two_Paths_towards_Neuro-Symbolic_JEPA.pdf","1242503","BB830066A3AE4CE3D35D476B9756736826D1B3531268684B8C8D1354A02BC241"
"arxiv_2603.14886","PASTE Physics-Aware Scattering Topology Embedding Framework for SAR Object Detection","2026","2603.14886","long_tail","all","arxiv_2603.14886_PASTE_Physics-Aware_Scattering_Topology_Embedding_Framework_for_SAR_Object_Detection.pdf",".\corpus\papers\all\arxiv_2603.14886_PASTE_Physics-Aware_Scattering_Topology_Embedding_Framework_for_SAR_Object_Detection.pdf","36673781","E028819504FFD75E65BD75E065E54C353B19A9ABCEF5CFABE60D076BFE7D0AAC"
"arxiv_2603.16281","Laya A LeJEPA Approach to EEG via Latent Prediction over Reconstruction","2026","2603.16281","long_tail","all","arxiv_2603.16281_Laya_A_LeJEPA_Approach_to_EEG_via_Latent_Prediction_over_Reconstruction.pdf",".\corpus\papers\all\arxiv_2603.16281_Laya_A_LeJEPA_Approach_to_EEG_via_Latent_Prediction_over_Reconstruction.pdf","33820019","0BD26D2A71D78226207D032A13950C3844A1881F57AD29A0EE1E54E613F5A73B"
"arxiv_2603.19100","LuMamba Latent Unified Mamba for Electrode Topology-Invariant and Efficient EEG Modeling","2026","2603.19100","long_tail","all","arxiv_2603.19100_LuMamba_Latent_Unified_Mamba_for_Electrode_Topology-Invariant_and_Efficient_EEG_Modeling.pdf",".\corpus\papers\all\arxiv_2603.19100_LuMamba_Latent_Unified_Mamba_for_Electrode_Topology-Invariant_and_Efficient_EEG_Modeling.pdf","1618525","4500F75954A5844DBAB734E700FC41F8FA62E12472A0187411D27BD51DE44826"
"arxiv_2603.19312","LeWorldModel Stable End-to-End Joint-Embedding Predictive Architecture from Pixels","2026","2603.19312","long_tail","all","arxiv_2603.19312_LeWorldModel_Stable_End-to-End_Joint-Embedding_Predictive_Architecture_from_Pixels.pdf",".\corpus\papers\all\arxiv_2603.19312_LeWorldModel_Stable_End-to-End_Joint-Embedding_Predictive_Architecture_from_Pixels.pdf","5629902","58DD56C906A98B9871DBBF6C7F7AA6954DA1EE923FE5F17F584C6E22D953433A"
"arxiv_2603.20048","Structured Latent Dynamics in Wireless CSI via Homomorphic World Models","2026","2603.20048","long_tail","all","arxiv_2603.20048_Structured_Latent_Dynamics_in_Wireless_CSI_via_Homomorphic_World_Models.pdf",".\corpus\papers\all\arxiv_2603.20048_Structured_Latent_Dynamics_in_Wireless_CSI_via_Homomorphic_World_Models.pdf","9791088","5748E9ED56EA290C127D4936E5B7A00595FE4AB3780D43D33C0C91AA571668DA"
"arxiv_2603.20111","Var-JEPA A Variational Formulation of the Joint-Embedding Predictive Architecture -- Bridging Predictive and Generative","2026","2603.20111","long_tail","all","arxiv_2603.20111_Var-JEPA_A_Variational_Formulation_of_the_Joint-Embedding_Predictive_Architecture_--_Bridging_Predictive_and_Generative.pdf",".\corpus\papers\all\arxiv_2603.20111_Var-JEPA_A_Variational_Formulation_of_the_Joint-Embedding_Predictive_Architecture_--_Bridging_Predictive_and_Generative.pdf","978169","B2192CA5CD0E1C32ED5C3EE5DD05409ED4E3B228F730E85467F11690A79C2824"
"arxiv_2603.20327","Probing the Latent World Emergent Discrete Symbols and Physical Structure in Latent Representations","2026","2603.20327","long_tail","all","arxiv_2603.20327_Probing_the_Latent_World_Emergent_Discrete_Symbols_and_Physical_Structure_in_Latent_Representations.pdf",".\corpus\papers\all\arxiv_2603.20327_Probing_the_Latent_World_Emergent_Discrete_Symbols_and_Physical_Structure_in_Latent_Representations.pdf","890086","198ABBF818101AF1B4E114269B3E890CB217A61CAF2BBCB7AA7E8582AD33717F"
"arxiv_2603.20987","Interpreting the Synchronization Gap The Hidden Mechanism Inside Diffusion Transformers","2026","2603.20987","long_tail","all","arxiv_2603.20987_Interpreting_the_Synchronization_Gap_The_Hidden_Mechanism_Inside_Diffusion_Transformers.pdf",".\corpus\papers\all\arxiv_2603.20987_Interpreting_the_Synchronization_Gap_The_Hidden_Mechanism_Inside_Diffusion_Transformers.pdf","1234159","5832A60654321A085C4762CEFCFBC9DE723AB1E28AF5E1D308F9ED0CCA6D1143"
"arxiv_2603.22649","Pretext Matters An Empirical Study of SSL Methods in Medical Imaging","2026","2603.22649","long_tail","all","arxiv_2603.22649_Pretext_Matters_An_Empirical_Study_of_SSL_Methods_in_Medical_Imaging.pdf",".\corpus\papers\all\arxiv_2603.22649_Pretext_Matters_An_Empirical_Study_of_SSL_Methods_in_Medical_Imaging.pdf","14765776","CB515984DFB24FBF8B7CEBBF572C2EE04F09CD89754E1FA2F2A7D5E6704191DA"
"arxiv_2603.25216","A Wireless World Model for AI-Native 6G Networks","2026","2603.25216","long_tail","all","arxiv_2603.25216_A_Wireless_World_Model_for_AI-Native_6G_Networks.pdf",".\corpus\papers\all\arxiv_2603.25216_A_Wireless_World_Model_for_AI-Native_6G_Networks.pdf","12204404","711304AED7766057263502D36AF63927E97DFF10D683DC1659E89E5A46B2B102"
"arxiv_2603.26799","Gaussian Joint Embeddings For Self-Supervised Representation Learning","2026","2603.26799","long_tail","all","arxiv_2603.26799_Gaussian_Joint_Embeddings_For_Self-Supervised_Representation_Learning.pdf",".\corpus\papers\all\arxiv_2603.26799_Gaussian_Joint_Embeddings_For_Self-Supervised_Representation_Learning.pdf","2688573","1438ED7FBD70226A0AE846D4DFB55649672A167E04159E71B6EBB05FA8B8EC03"
"arxiv_2603.29796","JEPA-MSAC A Joint-Embedding Predictive Architecture for Multimodal Sensing-Assisted Communications","2026","2603.29796","long_tail","all","arxiv_2603.29796_JEPA-MSAC_A_Joint-Embedding_Predictive_Architecture_for_Multimodal_Sensing-Assisted_Communications.pdf",".\corpus\papers\all\arxiv_2603.29796_JEPA-MSAC_A_Joint-Embedding_Predictive_Architecture_for_Multimodal_Sensing-Assisted_Communications.pdf","2897765","003E5479EE166F1A010C294D48E56453ABEA5799012FA1AAC3917D378F3304B3"
"arxiv_2604.01349","PI-JEPA Label-Free Surrogate Pretraining for Coupled Multiphysics Simulation via Operator-Split Latent Prediction","2026","2604.01349","long_tail","all","arxiv_2604.01349_PI-JEPA_Label-Free_Surrogate_Pretraining_for_Coupled_Multiphysics_Simulation_via_Operator-Split_Latent_Prediction.pdf",".\corpus\papers\all\arxiv_2604.01349_PI-JEPA_Label-Free_Surrogate_Pretraining_for_Coupled_Multiphysics_Simulation_via_Operator-Split_Latent_Prediction.pdf","544971","6CDAD0FB0E21937928BFB13BFE9D53051DAD6F3C65176B76D4CD7089E706B881"
"arxiv_2604.08503","Phantom Physics-Infused Video Generation via Joint Modeling of Visual and Latent Physical Dynamics","2026","2604.08503","long_tail","all","arxiv_2604.08503_Phantom_Physics-Infused_Video_Generation_via_Joint_Modeling_of_Visual_and_Latent_Physical_Dynamics.pdf",".\corpus\papers\all\arxiv_2604.08503_Phantom_Physics-Infused_Video_Generation_via_Joint_Modeling_of_Visual_and_Latent_Physical_Dynamics.pdf","6143141","A5ED6BFE2FEA70F440AED7BF3398845E2E53E591384BAB3CF7C64417C709BD34"
"arxiv_2604.13518","From Alignment to Prediction A Study of Self-Supervised Learning and Predictive Representation Learning","2026","2604.13518","long_tail","all","arxiv_2604.13518_From_Alignment_to_Prediction_A_Study_of_Self-Supervised_Learning_and_Predictive_Representation_Learning.pdf",".\corpus\papers\all\arxiv_2604.13518_From_Alignment_to_Prediction_A_Study_of_Self-Supervised_Learning_and_Predictive_Representation_Learning.pdf","589269","AC0F8C104B8C9E7F03AC7D32197E89DD54CF28605217A323694197F3786D25F6"
"arxiv_2604.16333","A Discordance-Aware Multimodal Framework with Multi-Agent Clinical Reasoning","2026","2604.16333","long_tail","all","arxiv_2604.16333_A_Discordance-Aware_Multimodal_Framework_with_Multi-Agent_Clinical_Reasoning.pdf",".\corpus\papers\all\arxiv_2604.16333_A_Discordance-Aware_Multimodal_Framework_with_Multi-Agent_Clinical_Reasoning.pdf","1235529","7381345EDB8A41B414CE67561DD18098949DEA107A595CAE74F58D69927D0CB9"
"arxiv_2604.16585","The Global Neural World Model Spatially Grounded Discrete Topologies for Action-Conditioned Planning","2026","2604.16585","long_tail","all","arxiv_2604.16585_The_Global_Neural_World_Model_Spatially_Grounded_Discrete_Topologies_for_Action-Conditioned_Planning.pdf",".\corpus\papers\all\arxiv_2604.16585_The_Global_Neural_World_Model_Spatially_Grounded_Discrete_Topologies_for_Action-Conditioned_Planning.pdf","2490900","44FBE56999631CB535F2089E2177CBAB4D224D019D4F542ED88E1E8F6C39AF4F"
"arxiv_2604.21046","JEPAMatch Geometric Representation Shaping for Semi-Supervised Learning","2026","2604.21046","long_tail","all","arxiv_2604.21046_JEPAMatch_Geometric_Representation_Shaping_for_Semi-Supervised_Learning.pdf",".\corpus\papers\all\arxiv_2604.21046_JEPAMatch_Geometric_Representation_Shaping_for_Semi-Supervised_Learning.pdf","1961092","06CEB0ECA2DA7B6BD41494FE28E9160F2F69CE68D12AC74F089B07B9502F51C6"
"arxiv_2604.23336","Efficient Rationale-based Retrieval On-policy Distillation from Generative Rerankers based on JEPA","2026","2604.23336","long_tail","all","arxiv_2604.23336_Efficient_Rationale-based_Retrieval_On-policy_Distillation_from_Generative_Rerankers_based_on_JEPA.pdf",".\corpus\papers\all\arxiv_2604.23336_Efficient_Rationale-based_Retrieval_On-policy_Distillation_from_Generative_Rerankers_based_on_JEPA.pdf","901704","99DBC7873439E479398BD8409013806898BE00D3FEE3E01C7D352A71547FFDBA"
"arxiv_2604.27361","CasLayout Cascaded 3D Layout Diffusion for Indoor Scene Synthesis with Implicit Relation Modeling","2026","2604.27361","long_tail","all","arxiv_2604.27361_CasLayout_Cascaded_3D_Layout_Diffusion_for_Indoor_Scene_Synthesis_with_Implicit_Relation_Modeling.pdf",".\corpus\papers\all\arxiv_2604.27361_CasLayout_Cascaded_3D_Layout_Diffusion_for_Indoor_Scene_Synthesis_with_Implicit_Relation_Modeling.pdf","31448940","B571D186AFC8E0882B06E17DA7A49DCCA85C846418050F8D867E512A43907859"
"arxiv_2604.27743","Why Self-Supervised Encoders Want to Be Normal","2026","2604.27743","long_tail","all","arxiv_2604.27743_Why_Self-Supervised_Encoders_Want_to_Be_Normal.pdf",".\corpus\papers\all\arxiv_2604.27743_Why_Self-Supervised_Encoders_Want_to_Be_Normal.pdf","1440083","AB5B7343F51D0D5F28AB27241F7127D4E4C7AB9AF68651E4BF2DEA8E2F555F6E"
"arxiv_2605.03245","Text-Conditional JEPA for Learning Semantically Rich Visual Representations","2026","2605.03245","long_tail","all","arxiv_2605.03245_Text-Conditional_JEPA_for_Learning_Semantically_Rich_Visual_Representations.pdf",".\corpus\papers\all\arxiv_2605.03245_Text-Conditional_JEPA_for_Learning_Semantically_Rich_Visual_Representations.pdf","4067485","07EA58526948C5FAEC12402A2E0419FAD610385E887FAE90032114639E0BD5C6"
